'Scienza, tecnica e didattica dello sport ','https://www.unimi.it/it/corsi/corsi-di-laurea/scienza-tecnica-e-didattica-dello-sport','Laurea magistrale','unimi'
'Scienze agrarie','https://www.unimi.it/it/corsi/corsi-di-laurea/scienze-agrarie','Laurea magistrale','unimi'
'Scienze agroambientali','https://www.unimi.it/it/corsi/corsi-di-laurea/scienze-agroambientali','Laurea magistrale','unimi'
'Scienze biotecnologiche veterinarie','https://www.unimi.it/it/corsi/corsi-di-laurea/scienze-biotecnologiche-veterinarie','Laurea magistrale','unimi'
'Scienze chimiche','https://www.unimi.it/it/corsi/corsi-di-laurea/scienze-chimiche','Laurea magistrale','unimi'
'Scienze cognitive e processi decisionali (SCO)','https://www.unimi.it/it/corsi/corsi-di-laurea/scienze-cognitive-e-processi-decisionali-sco','Laurea magistrale','unimi'
'Scienze della musica e dello spettacolo','https://www.unimi.it/it/corsi/corsi-di-laurea/scienze-della-musica-e-dello-spettacolo','Laurea magistrale','unimi'
'Scienze della produzione e protezione delle piante','https://www.unimi.it/it/corsi/corsi-di-laurea/scienze-della-produzione-e-protezione-delle-piante','Laurea magistrale','unimi'
'Scienze della terra ','https://www.unimi.it/it/corsi/corsi-di-laurea/scienze-della-terra','Laurea magistrale','unimi'
'Scienze delle professioni sanitarie della prevenzione ','https://www.unimi.it/it/corsi/corsi-di-laurea/scienze-delle-professioni-sanitarie-della-prevenzione','Laurea magistrale','unimi'
'Scienze delle professioni sanitarie tecniche assistenziali ','https://www.unimi.it/it/corsi/corsi-di-laurea/scienze-delle-professioni-sanitarie-tecniche-assistenziali','Laurea magistrale','unimi'
'Scienze delle professioni sanitarie tecniche diagnostiche','https://www.unimi.it/it/corsi/corsi-di-laurea/scienze-delle-professioni-sanitarie-tecniche-diagnostiche','Laurea magistrale','unimi'
'Scienze e tecnologie alimentari - magistrale','https://www.unimi.it/it/corsi/corsi-di-laurea/scienze-e-tecnologie-alimentari-magistrale','Laurea magistrale','unimi'
'Scienze e tecnologie delle produzioni animali','https://www.unimi.it/it/corsi/corsi-di-laurea/scienze-e-tecnologie-delle-produzioni-animali','Laurea magistrale','unimi'
'Scienze filosofiche','https://www.unimi.it/it/corsi/corsi-di-laurea/scienze-filosofiche','Laurea magistrale','unimi'
'Scienze infermieristiche e ostetriche','https://www.unimi.it/it/corsi/corsi-di-laurea/scienze-infermieristiche-e-ostetriche','Laurea magistrale','unimi'
'Scienze per la conservazione e la diagnostica dei beni culturali','https://www.unimi.it/it/corsi/corsi-di-laurea/scienze-la-conservazione-e-la-diagnostica-dei-beni-culturali','Laurea magistrale','unimi'
'Scienze politiche e di governo  (GOV)','https://www.unimi.it/it/corsi/corsi-di-laurea/scienze-politiche-e-di-governo-gov','Laurea magistrale','unimi'
'Scienze riabilitative delle professioni sanitarie','https://www.unimi.it/it/corsi/corsi-di-laurea/scienze-riabilitative-delle-professioni-sanitarie','Laurea magistrale','unimi'
'Scienze storiche','https://www.unimi.it/it/corsi/corsi-di-laurea/scienze-storiche','Laurea magistrale','unimi'
'Scienze viticole ed enologiche - Interateneo','https://www.unimi.it/it/corsi/corsi-di-laurea/scienze-viticole-ed-enologiche-interateneo','Laurea magistrale','unimi'
'Sicurezza informatica','https://www.unimi.it/it/corsi/corsi-di-laurea/sicurezza-informatica','Laurea magistrale','unimi'
'Storia e critica dell'arte ','https://www.unimi.it/it/corsi/corsi-di-laurea/storia-e-critica-dellarte','Laurea magistrale','unimi'
'BIOSTATISTICA[ LM ]','https://www.unimib.it/ugov/degree/4178','Corso di Laurea Magistrale','unimib'
'ECONOMIA DEL TURISMO[ LM ]','https://www.unimib.it/ugov/degree/4116','Corso di Laurea Magistrale','unimib'
'ECONOMIA DELLE BANCHE, DELLE ASSICURAZIONI E DEGLI INTERMEDIARI FINANZIARI[ L ]','https://www.unimib.it/ugov/degree/4276','Laurea triennale (DM 270)','unimib'
'ECONOMIA E AMMINISTRAZIONE DELLE IMPRESE[ L ]','https://www.unimib.it/ugov/degree/4135','Laurea triennale (DM 270)','unimib'
'ECONOMIA E COMMERCIO[ L ]','https://www.unimib.it/ugov/degree/4083','Laurea triennale (DM 270)','unimib'
'ECONOMIA E FINANZA[ LM ]','https://www.unimib.it/ugov/degree/4179','Corso di Laurea Magistrale','unimib'
'INTERNATIONAL ECONOMICS - ECONOMIA INTERNAZIONALE[ ENG ][ LM ]','https://www.unimib.it/ugov/degree/4115','Corso di Laurea Magistrale','unimib'
'MANAGEMENT E DESIGN DEI SERVIZI[ LM ]','https://www.unimib.it/ugov/degree/4238','Corso di Laurea Magistrale','unimib'
'MARKETING E MERCATI GLOBALI[ LM ]','https://www.unimib.it/ugov/degree/4180','Corso di Laurea Magistrale','unimib'
'MARKETING, COMUNICAZIONE AZIENDALE E MERCATI GLOBALI[ L ]','https://www.unimib.it/ugov/degree/4181','Laurea triennale (DM 270)','unimib'
'SCIENZE ECONOMICO-AZIENDALI[ LM ]','https://www.unimib.it/ugov/degree/4136','Corso di Laurea Magistrale','unimib'
'SCIENZE STATISTICHE ED ECONOMICHE[ LM ]','https://www.unimib.it/ugov/degree/4176','Corso di Laurea Magistrale','unimib'
'SCIENZE STATISTICHE ED ECONOMICHE[ L ]','https://www.unimib.it/ugov/degree/4175','Laurea triennale (DM 270)','unimib'
'STATISTICA E GESTIONE DELLE INFORMAZIONI[ L ]','https://www.unimib.it/ugov/degree/4177','Laurea triennale (DM 270)','unimib'
'GIURISPRUDENZA[ LMCU ]','https://www.unimib.it/ugov/degree/4455','Laurea Magistrale Ciclo Unico 5 anni','unimib'
'SCIENZE DEI SERVIZI GIURIDICI[ L ]','https://www.unimib.it/ugov/degree/4435','Laurea triennale (DM 270)','unimib'
'ASTROFISICA E FISICA DELLO SPAZIO[ LM ]','https://www.unimib.it/ugov/degree/4146','Corso di Laurea Magistrale','unimib'
'BIOLOGIA[ LM ]','https://www.unimib.it/ugov/degree/4086','Corso di Laurea Magistrale','unimib'
'BIOTECNOLOGIE[ L ]','https://www.unimib.it/ugov/degree/4082','Laurea triennale (DM 270)','unimib'
'BIOTECNOLOGIE INDUSTRIALI[ LM ]','https://www.unimib.it/ugov/degree/4084','Corso di Laurea Magistrale','unimib'
'DATA SCIENCE [ LM ]','https://www.unimib.it/ugov/degree/4055','Corso di Laurea Magistrale','unimib'
'FISICA[ L ]','https://www.unimib.it/ugov/degree/4144','Laurea triennale (DM 270)','unimib'
'FISICA[ LM ]','https://www.unimib.it/ugov/degree/4145','Corso di Laurea Magistrale','unimib'
'INFORMATICA[ L ]','https://www.unimib.it/ugov/degree/4375','Laurea triennale (DM 270)','unimib'
'INFORMATICA[ LM ]','https://www.unimib.it/ugov/degree/4315','Corso di Laurea Magistrale','unimib'
'MARINE SCIENCES - SCIENZE MARINE[ ENG ][ LM ]','https://www.unimib.it/ugov/degree/4415','Corso di Laurea Magistrale','unimib'
'MATEMATICA[ LM ]','https://www.unimib.it/ugov/degree/4138','Corso di Laurea Magistrale','unimib'
'MATEMATICA[ L ]','https://www.unimib.it/ugov/degree/4143','Laurea triennale (DM 270)','unimib'
'MATERIALS SCIENCE[ ENG ][ LM ]','https://www.unimib.it/ugov/degree/4155','Corso di Laurea Magistrale','unimib'
'OTTICA E OPTOMETRIA[ L ]','https://www.unimib.it/ugov/degree/4157','Laurea triennale (DM 270)','unimib'
'SCIENZA DEI MATERIALI[ L ]','https://www.unimib.it/ugov/degree/4156','Laurea triennale (DM 270)','unimib'
'SCIENZE BIOLOGICHE[ L ]','https://www.unimib.it/ugov/degree/4085','Laurea triennale (DM 270)','unimib'
'SCIENZE E TECNOLOGIE CHIMICHE[ LM ]','https://www.unimib.it/ugov/degree/4296','Corso di Laurea Magistrale','unimib'
'SCIENZE E TECNOLOGIE CHIMICHE[ L ]','https://www.unimib.it/ugov/degree/4295','Laurea triennale (DM 270)','unimib'
'SCIENZE E TECNOLOGIE GEOLOGICHE[ LM ]','https://www.unimib.it/ugov/degree/4096','Corso di Laurea Magistrale','unimib'
'SCIENZE E TECNOLOGIE GEOLOGICHE[ L ]','https://www.unimib.it/ugov/degree/4095','Laurea triennale (DM 270)','unimib'
'SCIENZE E TECNOLOGIE PER L'AMBIENTE[ L ]','https://www.unimib.it/ugov/degree/4076','Laurea triennale (DM 270)','unimib'
'SCIENZE E TECNOLOGIE PER L'AMBIENTE E IL TERRITORIO[ LM ]','https://www.unimib.it/ugov/degree/4075','Corso di Laurea Magistrale','unimib'
'TEORIA E TECNOLOGIA DELLA COMUNICAZIONE[ LM ]','https://www.unimib.it/ugov/degree/4316','Corso di Laurea Magistrale','unimib'
'BIOTECNOLOGIE MEDICHE[ LM ]','https://www.unimib.it/ugov/degree/4322','Corso di Laurea Magistrale','unimib'
'FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA)[ L ]','https://www.unimib.it/ugov/degree/4320','Laurea triennale (DM 270)','unimib'
'IGIENE DENTALE (ABILITANTE ALLA PROFESSIONE SANITARIA DI IGIENISTA DENTALE)[ L ]','https://www.unimib.it/ugov/degree/4337','Laurea triennale (DM 270)','unimib'
'INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE)[ L ]','https://www.unimib.it/ugov/degree/4235','Laurea triennale (DM 270)','unimib'
'MEDICINA E CHIRURGIA[ LMCU ]','https://www.unimib.it/ugov/degree/4318','Laurea Magistrale Ciclo Unico 6 anni','unimib'
'MEDICINE AND SURGERY[ ENG ][ LMCU ]','https://www.unimib.it/ugov/degree/4097','Laurea Magistrale Ciclo Unico 6 anni','unimib'
'ODONTOIATRIA E PROTESI DENTARIA[ LMCU ]','https://www.unimib.it/ugov/degree/4336','Laurea Magistrale Ciclo Unico 6 anni','unimib'
'OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O)[ L ]','https://www.unimib.it/ugov/degree/4275','Laurea triennale (DM 270)','unimib'
'SCIENZE INFERMIERISTICHE E OSTETRICHE[ LM ]','https://www.unimib.it/ugov/degree/4237','Corso di Laurea Magistrale','unimib'
'TECNICHE DI LABORATORIO BIOMEDICO (ABILITANTE ALLA PROFESSIONE SANITARIA DI TECNICO DI LABORATORIO BIOMEDICO)[ L ]','https://www.unimib.it/ugov/degree/4356','Laurea triennale (DM 270)','unimib'
'TECNICHE DI RADIOLOGIA MEDICA, PER IMMAGINI E RADIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI TECNICO DI RADIOLOGIA MEDICA, PER IMMAGINI E RADIOTERAPIA )[ L ]','https://www.unimib.it/ugov/degree/4355','Laurea triennale (DM 270)','unimib'
